table_name,table_description_ko,table_description_en,domain,keywords,sample_queries
IQ_MACHINE_INSPECT_DATA_SPI_NG,설비 검사 데이터 테이블. 설비 검사 관련 데이터를 저장한다.,Machine Inspection data table. Stores machine inspection data.,품질,DATA INSPECT MACHINE SPI 검사 데이터 불량 설비 품질,설비 검사 결과|설비 검사 현황|품질 검사 현황
IQ_MACHINE_INSPECT_DATA_WAVE1,설비 검사 데이터 테이블. 설비 검사 관련 데이터를 저장한다.,Machine Inspection data table. Stores machine inspection data.,품질,DATA INSPECT MACHINE WAVE1 검사 데이터 설비 품질,설비 검사 결과|설비 검사 현황|품질 검사 현황
IQ_MACHINE_INSPECT_MANUAL,설비 검사 MANUAL 테이블. 설비 검사 결과를 기록한다.,Machine Inspection MANUAL table. Manages machine inspection manual information.,품질,INSPECT MACHINE MANUAL 검사 설비 품질,설비 검사 결과|설비 검사 현황|품질 검사 현황
IQ_MACHINE_INSPECT_NPM1_RAW,설비 검사 NPM1 RAW 테이블. 설비 검사 결과를 기록한다.,Machine Inspection NPM1 table. Manages machine inspection npm1 information.,품질,INSPECT MACHINE NPM1 RAW 검사 설비 품질,설비 검사 결과|설비 검사 현황|품질 검사 현황
IQ_MACHINE_INSPECT_NPM2_RAW,설비 검사 NPM2 RAW 테이블. 설비 검사 결과를 기록한다.,Machine Inspection NPM2 table. Manages machine inspection npm2 information.,품질,INSPECT MACHINE NPM2 RAW 검사 설비 품질,설비 검사 결과|설비 검사 현황|품질 검사 현황
IQ_MACHINE_INSPECT_NPM3_RAW,설비 검사 NPM3 RAW 테이블. 설비 검사 결과를 기록한다.,Machine Inspection NPM3 table. Manages machine inspection npm3 information.,품질,INSPECT MACHINE NPM3 RAW 검사 설비 품질,설비 검사 결과|설비 검사 현황|품질 검사 현황
IQ_MACHINE_INSPECT_NSNP,설비 검사 NSNP 테이블. 설비 검사 결과를 기록한다.,Machine Inspection NSNP table. Manages machine inspection nsnp information.,품질,INSPECT MACHINE NSNP 검사 설비 품질,설비 검사 결과|설비 검사 현황|품질 검사 현황
IQ_MACHINE_INSPECT_PBA_TVSET_DTL,설비 검사 PBA TVSET 테이블. 설비 검사 결과를 기록한다.,Machine Inspection PBA table. Manages machine inspection pba information.,품질,DTL INSPECT MACHINE PBA TVSET 검사 설비 품질,설비 검사 결과|설비 검사 현황|품질 검사 현황
IQ_MACHINE_INSPECT_PICKUP,설비 검사 PICKUP 테이블. 설비 검사 결과를 기록한다.,Machine Inspection PICKUP table. Manages machine inspection pickup information.,품질,INSPECT MACHINE PICKUP 검사 설비 품질,설비 검사 결과|설비 검사 현황|품질 검사 현황
IQ_MACHINE_INSPECT_PICKUP_QRY,설비 검사 PICKUP QRY 테이블. 설비 검사 결과를 기록한다.,Machine Inspection PICKUP table. Manages machine inspection pickup information.,품질,INSPECT MACHINE PICKUP QRY 검사 설비 품질,설비 검사 결과|설비 검사 현황|품질 검사 현황
IQ_MACHINE_INSPECT_PICKUP_RATE,설비 검사 PICKUP RATE 테이블. 설비 검사 결과를 기록한다.,Machine Inspection PICKUP table. Manages machine inspection pickup information.,품질,INSPECT MACHINE PICKUP RATE 검사 설비 품질,설비 검사 결과|설비 검사 현황|품질 검사 현황
IQ_MACHINE_INSPECT_PMNT1,설비 검사 PMNT1 테이블. 설비 검사 결과를 기록한다.,Machine Inspection PMNT1 table. Manages machine inspection pmnt1 information.,품질,INSPECT MACHINE PMNT1 검사 설비 품질,설비 검사 결과|설비 검사 현황|품질 검사 현황
IQ_MACHINE_INSPECT_PMNT2,설비 검사 PMNT2 테이블. 설비 검사 결과를 기록한다.,Machine Inspection PMNT2 table. Manages machine inspection pmnt2 information.,품질,INSPECT MACHINE PMNT2 검사 설비 품질,설비 검사 결과|설비 검사 현황|품질 검사 현황
IQ_MACHINE_INSPECT_PMNT3,설비 검사 PMNT3 테이블. 설비 검사 결과를 기록한다.,Machine Inspection PMNT3 table. Manages machine inspection pmnt3 information.,품질,INSPECT MACHINE PMNT3 검사 설비 품질,설비 검사 결과|설비 검사 현황|품질 검사 현황
IQ_MACHINE_INSPECT_PMNT4,설비 검사 PMNT4 테이블. 설비 검사 결과를 기록한다.,Machine Inspection PMNT4 table. Manages machine inspection pmnt4 information.,품질,INSPECT MACHINE PMNT4 검사 설비 품질,설비 검사 결과|설비 검사 현황|품질 검사 현황
IQ_MACHINE_INSPECT_PMNT4_ERROR,설비 검사 PMNT4 에러 테이블. 설비 검사 결과를 기록한다.,Machine Inspection PMNT4 table. Manages machine inspection pmnt4 information.,품질,ERROR INSPECT MACHINE PMNT4 검사 설비 에러 품질,설비 검사 결과|설비 검사 현황|품질 검사 현황
IQ_MACHINE_INSPECT_RESULT,설비 검사 실적 테이블. 설비 검사 실적 데이터를 기록한다.,Machine Inspection result table. Stores machine inspection result data.,품질,INSPECT MACHINE RESULT 검사 설비 실적 품질,설비 실적 조회|일일 설비 실적|품질 검사 현황
IQ_MACHINE_INSPECT_SMNT1,설비 검사 SMNT1 테이블. 설비 검사 결과를 기록한다.,Machine Inspection SMNT1 table. Manages machine inspection smnt1 information.,품질,INSPECT MACHINE SMNT1 검사 설비 품질,설비 검사 결과|설비 검사 현황|품질 검사 현황
IQ_MACHINE_INSPECT_SMNT2,설비 검사 SMNT2 테이블. 설비 검사 결과를 기록한다.,Machine Inspection SMNT2 table. Manages machine inspection smnt2 information.,품질,INSPECT MACHINE SMNT2 검사 설비 품질,설비 검사 결과|설비 검사 현황|품질 검사 현황
IQ_MACHINE_INSPECT_SMNT_PCBINFO,설비 검사 SMNT PCBINFO 테이블. 설비 검사 결과를 기록한다.,Machine Inspection SMNT table. Manages machine inspection smnt information.,품질,INSPECT MACHINE PCBINFO SMNT 검사 설비 품질,설비 검사 결과|설비 검사 현황|품질 검사 현황
IQ_MACHINE_INSPECT_SMNT_PCBRESULT,설비 검사 SMNT PCBRESULT 테이블. 설비 검사 결과를 기록한다.,Machine Inspection SMNT table. Manages machine inspection smnt information.,품질,INSPECT MACHINE PCBRESULT SMNT 검사 설비 품질,설비 검사 결과|설비 검사 현황|품질 검사 현황
IQ_MACHINE_INSPECT_SPI,설비 검사 SPI 테이블. 설비 검사 결과를 기록한다.,Machine Inspection SPI table. Manages machine inspection spi information.,품질,INSPECT MACHINE SPI 검사 설비 품질,설비 검사 결과|설비 검사 현황|품질 검사 현황
IQ_MACHINE_INSPECT_SPI_NG,설비 검사 SPI 불량 테이블. 설비 검사 결과를 기록한다.,Machine Inspection SPI table. Manages machine inspection spi information.,품질,INSPECT MACHINE SPI 검사 불량 설비 품질,설비 검사 결과|설비 검사 현황|품질 검사 현황
IQ_MACHINE_INSPECT_YMNT1_RAW,설비 검사 YMNT1 RAW 테이블. 설비 검사 결과를 기록한다.,Machine Inspection YMNT1 table. Manages machine inspection ymnt1 information.,품질,INSPECT MACHINE RAW YMNT1 검사 설비 품질,설비 검사 결과|설비 검사 현황|품질 검사 현황
IQ_MACHINE_INSPECT_YMNT2_RAW,설비 검사 YMNT2 RAW 테이블. 설비 검사 결과를 기록한다.,Machine Inspection YMNT2 table. Manages machine inspection ymnt2 information.,품질,INSPECT MACHINE RAW YMNT2 검사 설비 품질,설비 검사 결과|설비 검사 현황|품질 검사 현황
IQ_MACHINE_LCR_DATA_RAW,설비 LCR 데이터 테이블. 설비 LCR 관련 데이터를 저장한다.,Machine LCR data table. Stores machine lcr data.,품질,DATA LCR MACHINE RAW 검사 데이터 설비 품질,설비 정보 조회|설비 현황|품질 검사 현황
IQ_MACHINE_LCR_DTL_DATA_RAW,설비 LCR DTL 데이터 테이블. 설비 LCR DTL 관련 데이터를 저장한다.,Machine LCR DTL data table. Stores machine lcr dtl data.,품질,DATA DTL LCR MACHINE RAW 검사 데이터 설비 품질,설비 정보 조회|설비 현황|품질 검사 현황
IQ_MACHINE_MANUAL_BARCODE_DATA_RAW,설비 MANUAL 바코드 데이터 테이블. 설비 MANUAL 바코드 관련 데이터를 저장한다.,Machine MANUAL Barcode data table. Stores machine manual barcode data.,품질,BARCODE DATA MACHINE MANUAL RAW 검사 데이터 바코드 설비 품질,설비 정보 조회|설비 현황|품질 검사 현황
IQ_MACHINE_MAN_SCREW3_POWER_DATA_RAW,설비 MAN SCREW3 데이터 테이블. 설비 MAN SCREW3 관련 데이터를 저장한다.,Machine MAN SCREW3 data table. Stores machine man screw3 data.,품질,DATA MACHINE MAN POWER RAW SCREW3 검사 데이터 설비 품질,설비 정보 조회|설비 현황|품질 검사 현황
IQ_MACHINE_METALMASK_DATA_RAW,설비 METALMASK 데이터 테이블. 설비 METALMASK 관련 데이터를 저장한다.,Machine METALMASK data table. Stores machine metalmask data.,품질,DATA MACHINE METALMASK RAW 검사 데이터 설비 품질,설비 정보 조회|설비 현황|품질 검사 현황
IQ_MACHINE_M_MASK_PAD_DATA_RAW,설비 MASK PAD 데이터 테이블. 설비 MASK PAD 관련 데이터를 저장한다.,Machine MASK PAD data table. Stores machine mask pad data.,품질,DATA MACHINE MASK PAD RAW 검사 데이터 설비 품질,설비 정보 조회|설비 현황|품질 검사 현황
IQ_MACHINE_PBACASE_POWER_DATA_RAW,설비 PBACASE POWER 데이터 테이블. 설비 PBACASE POWER 관련 데이터를 저장한다.,Machine PBACASE POWER data table. Stores machine pbacase power data.,품질,DATA MACHINE PBACASE POWER RAW 검사 데이터 설비 품질,설비 정보 조회|설비 현황|품질 검사 현황
IQ_MACHINE_SCREWPACK_POWER_DATA_RAW,설비 SCREWPACK POWER 데이터 테이블. 설비 SCREWPACK POWER 관련 데이터를 저장한다.,Machine SCREWPACK POWER data table. Stores machine screwpack power data.,품질,DATA MACHINE POWER RAW SCREWPACK 검사 데이터 설비 품질,설비 정보 조회|설비 현황|품질 검사 현황
IQ_MACHINE_SCREW_POWER_DATA_RAW,설비 SCREW POWER 데이터 테이블. 설비 SCREW POWER 관련 데이터를 저장한다.,Machine SCREW POWER data table. Stores machine screw power data.,품질,DATA MACHINE POWER RAW SCREW 검사 데이터 설비 품질,설비 정보 조회|설비 현황|품질 검사 현황
IQ_MACHINE_SOLDERING_POWER_DATA_RAW,설비 SOLDERING POWER 데이터 테이블. 설비 SOLDERING POWER 관련 데이터를 저장한다.,Machine SOLDERING POWER data table. Stores machine soldering power data.,품질,DATA MACHINE POWER RAW SOLDERING 검사 데이터 설비 품질,설비 정보 조회|설비 현황|품질 검사 현황
IQ_MACHINE_SOLDERING_SERVER_DATA_RAW,설비 SOLDERING SERVER 데이터 테이블. 설비 SOLDERING SERVER 관련 데이터를 저장한다.,Machine SOLDERING SERVER data table. Stores machine soldering server data.,품질,DATA MACHINE RAW SERVER SOLDERING 검사 데이터 설비 품질,설비 정보 조회|설비 현황|품질 검사 현황
IQ_MACHINE_SP_DATA_RAW,설비 SP 데이터 테이블. 설비 SP 관련 데이터를 저장한다.,Machine SP data table. Stores machine sp data.,품질,DATA MACHINE RAW SP 검사 데이터 설비 품질,설비 정보 조회|설비 현황|품질 검사 현황
IQ_MACHINE_STB_SERVER_DATA_RAW,설비 STB SERVER 데이터 테이블. 설비 STB SERVER 관련 데이터를 저장한다.,Machine STB SERVER data table. Stores machine stb server data.,품질,DATA MACHINE RAW SERVER STB 검사 데이터 설비 품질,설비 정보 조회|설비 현황|품질 검사 현황
IQ_MACHINE_ZIG_HISTORY_RAW,설비 ZIG 이력 테이블. 설비 ZIG 변경/처리 이력을 기록한다.,Machine ZIG history table. Records machine zig change history.,품질,HISTORY MACHINE RAW ZIG 검사 설비 이력 품질,설비 이력 조회|설비 변경 이력|품질 검사 현황
IQ_OQC_INSPECT_HISTORY,출하검사 검사 이력 테이블. 출하검사 검사 변경/처리 이력을 기록한다.,Outgoing QC Inspection history table. Records outgoing qc inspection change history.,품질,HISTORY INSPECT OQC 검사 이력 출하검사 품질,출하검사 이력 조회|출하검사 변경 이력|품질 검사 현황
IQ_OQC_REQUEST_QMS,출하검사 REQUEST QMS 테이블. 출하검사 관련 정보를 관리한다.,Outgoing QC REQUEST QMS table. Manages outgoing qc request qms information.,품질,OQC QMS REQUEST 검사 출하검사 품질,출하검사 검사 결과|출하검사 검사 현황|품질 검사 현황
IQ_OQC_REQUEST_QMS_DETAIL,출하검사 REQUEST QMS 상세 테이블. 출하검사 관련 정보를 관리한다.,Outgoing QC REQUEST QMS table. Manages outgoing qc request qms information.,품질,DETAIL OQC QMS REQUEST 검사 상세 출하검사 품질,출하검사 검사 결과|출하검사 검사 현황|품질 검사 현황
IQ_OQC_REQUEST_QMS_MASTER,출하검사 REQUEST QMS 마스터 테이블. 출하검사 REQUEST QMS 정보를 관리한다.,Outgoing QC REQUEST QMS master table. Manages outgoing qc request qms information.,품질,MASTER OQC QMS REQUEST 검사 마스터 출하검사 품질,출하검사 정보 조회|출하검사 목록|품질 검사 현황
IQ_PRODUCT_PERFECT_QC_HISTORY,제품 PERFECT 품질관리 이력 테이블. 제품 PERFECT 품질관리 변경/처리 이력을 기록한다.,Product PERFECT Quality Control history table. Records product perfect quality control change history.,품질,HISTORY PERFECT PRODUCT 검사 이력 제품 품질 품질관리,제품 이력 조회|제품 변경 이력|품질 검사 현황
IQ_PRODUCT_TARGET_QC_HISTORY,제품 목표 품질관리 이력 테이블. 제품 목표 품질관리 변경/처리 이력을 기록한다.,Product Target Quality Control history table. Records product target quality control change history.,품질,HISTORY PRODUCT TARGET 검사 목표 이력 제품 품질 품질관리,제품 이력 조회|제품 변경 이력|품질 검사 현황
IQ_PRODUCT_WQC,제품 WQC 테이블. 제품 관련 정보를 관리한다.,Product WQC table. Manages product wqc information.,품질,PRODUCT WQC 검사 제품 품질,제품 정보 조회|제품 현황|품질 검사 현황
IQ_SPC_CONTROL_CHART_CONSTANTS,SPC CONTROL CHART CONSTANTS 테이블. SPC 관련 정보를 관리한다.,SPC CONTROL CHART table. Manages spc control chart information.,품질,CHART CONSTANTS CONTROL SPC 검사 품질,SPC 정보 조회|SPC 현황|품질 검사 현황
IQ_SPC_CONTROL_CHART_DAY_DATA,SPC CONTROL CHART 데이터 테이블. SPC CONTROL CHART 관련 데이터를 저장한다.,SPC CONTROL CHART data table. Stores spc control chart data.,품질,CHART CONTROL DATA DAY SPC 검사 데이터 품질,SPC 정보 조회|SPC 현황|품질 검사 현황
IQ_SUPPLIER_LOT_BLOKING,공급업체 LOT BLOKING 테이블. 공급업체 관련 정보를 관리한다.,Supplier Lot BLOKING table. Manages supplier lot bloking information.,품질,BLOKING LOT SUPPLIER 검사 공급업체 품질,공급업체 정보 조회|공급업체 현황|품질 검사 현황
ISAL_PRODUCT_INVENTORY,제품 재고 테이블. 제품 관련 정보를 관리한다.,Product Inventory table. Manages product inventory information.,기타,INVENTORY PRODUCT 재고 제품,제품 정보 조회|제품 현황
ISAL_PRODUCT_RECEIPT,제품 입고 테이블. 제품 관련 정보를 관리한다.,Product Receipt table. Manages product receipt information.,기타,PRODUCT RECEIPT 입고 제품,제품 정보 조회|제품 현황
ISAL_PRODUCT_SHIPPING,제품 SHIPPING 테이블. 제품 관련 정보를 관리한다.,Product SHIPPING table. Manages product shipping information.,기타,PRODUCT SHIPPING 제품,제품 정보 조회|제품 현황
ISAL_SHIPPING_LOT_DETAIL,SHIPPING LOT 상세 테이블. SHIPPING 관련 정보를 관리한다.,SHIPPING Lot Detail table. Manages shipping lot detail information.,기타,DETAIL LOT SHIPPING 상세,SHIPPING 정보 조회|SHIPPING 현황
ISAL_SHIPPING_LOT_MASTER,SHIPPING LOT 마스터 테이블. SHIPPING LOT 정보를 관리한다.,SHIPPING Lot master table. Manages shipping lot information.,기타,LOT MASTER SHIPPING 마스터,SHIPPING 정보 조회|SHIPPING 목록
ISYS_ALERT_MASTER,경고 마스터 테이블. 경고 정보를 관리한다.,Alert master table. Manages alert information.,시스템,ALERT MASTER 경고 마스터 사용자 시스템,경고 정보 조회|경고 목록
ISYS_APP_FILES,APP FILES 테이블. APP 관련 정보를 관리한다.,APP FILES table. Manages app files information.,시스템,APP FILES 사용자 시스템,APP 정보 조회|APP 현황
ISYS_AUDIT_MESSAGE,AUDIT 메시지 테이블. AUDIT 관련 정보를 관리한다.,AUDIT Message table. Manages audit message information.,시스템,AUDIT MESSAGE 메시지 사용자 시스템,AUDIT 정보 조회|AUDIT 현황
ISYS_AUDIT_MESSAGE_CODE,AUDIT 메시지 코드 테이블. AUDIT 관련 정보를 관리한다.,AUDIT Message Code table. Manages audit message code information.,시스템,AUDIT CODE MESSAGE 메시지 사용자 시스템 코드,AUDIT 정보 조회|AUDIT 현황
ISYS_AUDIT_MESSAGE_FILTER,AUDIT 메시지 FILTER 테이블. AUDIT 관련 정보를 관리한다.,AUDIT Message FILTER table. Manages audit message filter information.,시스템,AUDIT FILTER MESSAGE 메시지 사용자 시스템,AUDIT 정보 조회|AUDIT 현황
ISYS_AUDIT_MESSAGE_HISTORY,AUDIT 메시지 이력 테이블. AUDIT 메시지 변경/처리 이력을 기록한다.,AUDIT Message history table. Records audit message change history.,시스템,AUDIT HISTORY MESSAGE 메시지 사용자 시스템 이력,AUDIT 이력 조회|AUDIT 변경 이력
ISYS_BASECODE,기준코드 테이블. 기준코드 관련 정보를 관리한다.,Base Code table. Manages base code information.,시스템,BASECODE 기준코드 사용자 시스템,기준코드 정보 조회|기준코드 현황
ISYS_BASECODE_YTMES,기준코드 YTMES 테이블. 기준코드 관련 정보를 관리한다.,Base Code YTMES table. Manages base code ytmes information.,시스템,BASECODE YTMES 기준코드 사용자 시스템,기준코드 정보 조회|기준코드 현황
ISYS_BATCHJOBERRLOG,BATCHJOBERRLOG 테이블. BATCHJOBERRLOG 관련 정보를 관리한다.,BATCHJOBERRLOG table. Manages batchjoberrlog information.,시스템,BATCHJOBERRLOG 사용자 시스템,BATCHJOBERRLOG 정보 조회|BATCHJOBERRLOG 현황
ISYS_BATCH_JOB_STATUS,배치 JOB 상태 테이블. 배치 관련 정보를 관리한다.,Batch JOB Status table. Manages batch job status information.,시스템,BATCH JOB STATUS 배치 사용자 상태 시스템,배치 정보 조회|배치 현황
ISYS_CODE_MASTER,코드 마스터 테이블. 코드 정보를 관리한다.,Code master table. Manages code information.,시스템,CODE MASTER 마스터 사용자 시스템 코드,코드 정보 조회|코드 목록
ISYS_COMPANY,COMPANY 테이블. COMPANY 관련 정보를 관리한다.,COMPANY table. Manages company information.,시스템,COMPANY 사용자 시스템,COMPANY 정보 조회|COMPANY 현황
ISYS_CONFIG,설정 테이블. 설정 관련 정보를 관리한다.,Configuration table. Manages configuration information.,시스템,CONFIG 사용자 설정 시스템,설정 정보 조회|설정 현황
ISYS_DATAOBJECT,DATAOBJECT 테이블. DATAOBJECT 관련 정보를 관리한다.,DATAOBJECT table. Manages dataobject information.,시스템,DATAOBJECT 사용자 시스템,DATAOBJECT 정보 조회|DATAOBJECT 현황
ISYS_DATA_FILTER,FILTER 데이터 테이블. FILTER 관련 데이터를 저장한다.,FILTER data table. Stores filter data.,시스템,DATA FILTER 데이터 사용자 시스템,데이터 정보 조회|데이터 현황
ISYS_DEFAULT_12_MONTHS,DEFAULT 12 MONTHS 테이블. DEFAULT 관련 정보를 관리한다.,DEFAULT 12 MONTHS table. Manages default 12 months information.,시스템,12 DEFAULT MONTHS 사용자 시스템,DEFAULT 정보 조회|DEFAULT 현황
ISYS_DEFAULT_VALUE,DEFAULT VALUE 테이블. DEFAULT 관련 정보를 관리한다.,DEFAULT VALUE table. Manages default value information.,시스템,DEFAULT VALUE 사용자 시스템,DEFAULT 정보 조회|DEFAULT 현황
ISYS_DEPARTMENT,DEPARTMENT 테이블. DEPARTMENT 관련 정보를 관리한다.,DEPARTMENT table. Manages department information.,시스템,DEPARTMENT 사용자 시스템,DEPARTMENT 정보 조회|DEPARTMENT 현황
ISYS_DUAL_LANGUAGE,DUAL LANGUAGE 테이블. DUAL 관련 정보를 관리한다.,DUAL LANGUAGE table. Manages dual language information.,시스템,DUAL LANGUAGE 사용자 시스템,DUAL 정보 조회|DUAL 현황
ISYS_DUAL_LANGUAGE2,DUAL LANGUAGE2 테이블. DUAL 관련 정보를 관리한다.,DUAL LANGUAGE2 table. Manages dual language2 information.,시스템,DUAL LANGUAGE2 사용자 시스템,DUAL 정보 조회|DUAL 현황
ISYS_DUAL_LANGUAGE_YTMES,DUAL LANGUAGE YTMES 테이블. DUAL 관련 정보를 관리한다.,DUAL LANGUAGE YTMES table. Manages dual language ytmes information.,시스템,DUAL LANGUAGE YTMES 사용자 시스템,DUAL 정보 조회|DUAL 현황
ISYS_DUAL_MESSAGE,DUAL 메시지 테이블. DUAL 관련 정보를 관리한다.,DUAL Message table. Manages dual message information.,시스템,DUAL MESSAGE 메시지 사용자 시스템,DUAL 정보 조회|DUAL 현황
ISYS_DUAL_MESSAGE_DIRECT,DUAL 메시지 DIRECT 테이블. DUAL 관련 정보를 관리한다.,DUAL Message DIRECT table. Manages dual message direct information.,시스템,DIRECT DUAL MESSAGE 메시지 사용자 시스템,DUAL 정보 조회|DUAL 현황
ISYS_DUAL_MESSAGE_YTMES,DUAL 메시지 YTMES 테이블. DUAL 관련 정보를 관리한다.,DUAL Message YTMES table. Manages dual message ytmes information.,시스템,DUAL MESSAGE YTMES 메시지 사용자 시스템,DUAL 정보 조회|DUAL 현황
ISYS_DWZOOM,DWZOOM 테이블. DWZOOM 관련 정보를 관리한다.,DWZOOM table. Manages dwzoom information.,시스템,DWZOOM 사용자 시스템,DWZOOM 정보 조회|DWZOOM 현황
ISYS_DYNAMIC_MENU,DYNAMIC 메뉴 테이블. DYNAMIC 관련 정보를 관리한다.,DYNAMIC Menu table. Manages dynamic menu information.,시스템,DYNAMIC MENU 메뉴 사용자 시스템,DYNAMIC 정보 조회|DYNAMIC 현황
ISYS_DYNAMIC_MENU_SHS,DYNAMIC 메뉴 SHS 테이블. DYNAMIC 관련 정보를 관리한다.,DYNAMIC Menu SHS table. Manages dynamic menu shs information.,시스템,DYNAMIC MENU SHS 메뉴 사용자 시스템,DYNAMIC 정보 조회|DYNAMIC 현황
ISYS_ERROR,에러 테이블. 에러 관련 정보를 관리한다.,Error table. Manages error information.,시스템,ERROR 사용자 시스템 에러,에러 정보 조회|에러 현황
ISYS_ERROR_TRACE,에러 TRACE 테이블. 에러 관련 정보를 관리한다.,Error TRACE table. Manages error trace information.,시스템,ERROR TRACE 사용자 시스템 에러,에러 정보 조회|에러 현황
ISYS_EXCHANGE_RATE,EXCHANGE RATE 테이블. EXCHANGE 관련 정보를 관리한다.,EXCHANGE RATE table. Manages exchange rate information.,시스템,EXCHANGE RATE 사용자 시스템,EXCHANGE 정보 조회|EXCHANGE 현황
ISYS_HELP_VIDEO,HELP VIDEO 테이블. HELP 관련 정보를 관리한다.,HELP VIDEO table. Manages help video information.,시스템,HELP VIDEO 사용자 시스템,HELP 정보 조회|HELP 현황
ISYS_INVENTORY_CLOSE_DATE,재고 CLOSE DATE 테이블. 재고 관련 정보를 관리한다.,Inventory CLOSE DATE table. Manages inventory close date information.,시스템,CLOSE DATE INVENTORY 사용자 시스템 재고,재고 정보 조회|재고 현황
ISYS_JOB_TIMECHECK,JOB TIMECHECK 테이블. JOB 관련 정보를 관리한다.,JOB TIMECHECK table. Manages job timecheck information.,시스템,JOB TIMECHECK 사용자 시스템,JOB 정보 조회|JOB 현황
ISYS_LABEL_FORM,라벨 FORM 테이블. 라벨 관련 정보를 관리한다.,Label FORM table. Manages label form information.,시스템,FORM LABEL 라벨 사용자 시스템,라벨 정보 조회|라벨 현황
ISYS_MACHINE_MONITORING,설비 모니터링 테이블. 설비 관련 정보를 관리한다.,Machine Monitoring table. Manages machine monitoring information.,시스템,MACHINE MONITORING 모니터링 사용자 설비 시스템,설비 정보 조회|설비 현황
ISYS_MACHINE_MONITORING_OFF_HIST,설비 모니터링 OFF 이력 테이블. 설비 모니터링 OFF 변경/처리 이력을 기록한다.,Machine Monitoring OFF history table. Records machine monitoring off change history.,시스템,HIST MACHINE MONITORING OFF 모니터링 사용자 설비 시스템 이력,설비 이력 조회|설비 변경 이력
ISYS_MENU,메뉴 테이블. 메뉴 관련 정보를 관리한다.,Menu table. Manages menu information.,시스템,MENU 메뉴 사용자 시스템,메뉴 정보 조회|메뉴 현황
ISYS_MONITOR,MONITOR 테이블. MONITOR 관련 정보를 관리한다.,MONITOR table. Manages monitor information.,시스템,MONITOR 사용자 시스템,MONITOR 정보 조회|MONITOR 현황
ISYS_OBJECT,OBJECT 테이블. OBJECT 관련 정보를 관리한다.,OBJECT table. Manages object information.,시스템,OBJECT 사용자 시스템,OBJECT 정보 조회|OBJECT 현황
ISYS_OBJECT_SOURCE,OBJECT SOURCE 테이블. OBJECT 관련 정보를 관리한다.,OBJECT SOURCE table. Manages object source information.,시스템,OBJECT SOURCE 사용자 시스템,OBJECT 정보 조회|OBJECT 현황
ISYS_ORGANIZATION,ORGANIZATION 테이블. ORGANIZATION 관련 정보를 관리한다.,ORGANIZATION table. Manages organization information.,시스템,ORGANIZATION 사용자 시스템,ORGANIZATION 정보 조회|ORGANIZATION 현황
ISYS_PRIVILEGE,PRIVILEGE 테이블. PRIVILEGE 관련 정보를 관리한다.,PRIVILEGE table. Manages privilege information.,시스템,PRIVILEGE 사용자 시스템,PRIVILEGE 정보 조회|PRIVILEGE 현황
ISYS_PUB_BOARD,PUB BOARD 테이블. PUB 관련 정보를 관리한다.,PUB BOARD table. Manages pub board information.,시스템,BOARD PUB 사용자 시스템,PUB 정보 조회|PUB 현황
ISYS_PUB_WORK_BOARD,PUB 작업 BOARD 테이블. PUB 관련 정보를 관리한다.,PUB Work BOARD table. Manages pub work board information.,시스템,BOARD PUB WORK 사용자 시스템 작업,PUB 정보 조회|PUB 현황
ISYS_REPORT_MENU,리포트 메뉴 테이블. 리포트 관련 정보를 관리한다.,Report Menu table. Manages report menu information.,시스템,MENU REPORT 리포트 메뉴 사용자 시스템,리포트 정보 조회|리포트 현황
ISYS_REPORT_SOURCE,리포트 SOURCE 테이블. 리포트 관련 정보를 관리한다.,Report SOURCE table. Manages report source information.,시스템,REPORT SOURCE 리포트 사용자 시스템,리포트 정보 조회|리포트 현황
ISYS_REPORT_SOURCE_WHERE,리포트 SOURCE WHERE 테이블. 리포트 관련 정보를 관리한다.,Report SOURCE WHERE table. Manages report source where information.,시스템,REPORT SOURCE WHERE 리포트 사용자 시스템,리포트 정보 조회|리포트 현황
ISYS_REPORT_WHERE_CONDITION,리포트 WHERE CONDITION 테이블. 리포트 관련 정보를 관리한다.,Report WHERE CONDITION table. Manages report where condition information.,시스템,CONDITION REPORT WHERE 리포트 사용자 시스템,리포트 정보 조회|리포트 현황
ISYS_REPORT_WINDOW_MASTER,리포트 WINDOW 마스터 테이블. 리포트 WINDOW 정보를 관리한다.,Report WINDOW master table. Manages report window information.,시스템,MASTER REPORT WINDOW 리포트 마스터 사용자 시스템,리포트 정보 조회|리포트 목록
ISYS_REPORT_WINDOW_PROPERTY,리포트 WINDOW PROPERTY 테이블. 리포트 관련 정보를 관리한다.,Report WINDOW PROPERTY table. Manages report window property information.,시스템,PROPERTY REPORT WINDOW 리포트 사용자 시스템,리포트 정보 조회|리포트 현황
ISYS_ROLE,역할 테이블. 역할 관련 정보를 관리한다.,Role table. Manages role information.,시스템,ROLE 사용자 시스템 역할,역할 정보 조회|역할 현황
ISYS_SOUND_MENT,SOUND MENT 테이블. SOUND 관련 정보를 관리한다.,SOUND MENT table. Manages sound ment information.,시스템,MENT SOUND 사용자 시스템,SOUND 정보 조회|SOUND 현황
ISYS_SYSTEM_ACCESS,시스템 ACCESS 테이블. 시스템 관련 정보를 관리한다.,System ACCESS table. Manages system access information.,시스템,ACCESS SYSTEM 사용자 시스템,시스템 정보 조회|시스템 현황
